City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Bathsheba,BB,10/30/2021 18:22,13.2167,-59.5167,83.16,62,48,11.99
285,Sisimiut,GL,10/30/2021 18:20,66.9395,-53.6735,35.26,75,100,30.74
286,Noyakert,AM,10/30/2021 18:22,39.8312,44.669,50.34,71,100,3.69
287,Kutum,SD,10/30/2021 18:19,14.2,24.6667,79.39,14,16,5.64
288,Saint-Pierre,RE,10/30/2021 18:22,-21.3393,55.4781,71.28,80,0,5.75
289,Shelbyville,US,10/30/2021 18:22,35.4834,-86.4603,55,100,40,8.05
290,Tiruchchendur,IN,10/30/2021 18:22,8.4833,78.1167,80.8,81,100,9.1
291,Adrar,MR,10/30/2021 18:22,20.5022,-10.0711,86.29,12,100,8.5
292,Manokwari,ID,10/30/2021 18:22,-0.8667,134.0833,78.31,74,82,3.91
293,Pointe Michel,DM,10/30/2021 18:22,15.25,-61.3833,81.27,73,99,13.11
294,San Pedro,PH,10/30/2021 18:20,14.35,121.0167,80.31,77,10,10.94
295,Bethel,US,10/30/2021 18:22,41.3712,-73.414,64.29,91,97,1.01
296,Bairiki,KI,10/30/2021 18:22,1.3292,172.9752,81.68,73,74,9.98
297,Viedma,AR,10/30/2021 18:18,-40.8135,-62.9967,59.9,44,76,25.9
298,Pangnirtung,CA,10/30/2021 18:22,66.1451,-65.7125,33.94,99,100,10.83
299,Waterboro,US,10/30/2021 18:22,43.5356,-70.7151,55.22,93,90,12.66
300,Robertson,US,10/30/2021 18:22,36.5167,-86.8667,55.38,99,90,9.22
301,La Rioja,ES,10/30/2021 18:22,42.25,-2.5,56.05,76,100,4.41
302,Kidal,ML,10/30/2021 18:22,18.4411,1.4078,91.29,10,42,7.38
303,Kahului,US,10/30/2021 18:22,20.8947,-156.47,77.85,77,1,3.96
304,Susehri,TR,10/30/2021 18:22,40.1644,38.0867,50.94,78,61,6.13
305,Awjilah,LY,10/30/2021 18:22,29.1081,21.2869,73.22,33,2,7.58
306,Boa Vista,BR,10/30/2021 18:22,2.8197,-60.6733,93.18,43,40,8.05
307,Hasaki,JP,10/30/2021 18:19,35.7333,140.8333,65.21,60,48,6.04
