City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
244,Alma,CA,2021-10-30 18:22:03,48.5501,-71.6491,61.86,49,49,6.46
245,Pangody,RU,2021-10-30 18:22:04,65.85,74.4859,13.3,92,100,15.7
246,Bud,US,2021-10-30 18:22:04,39.447,-86.1758,55.83,93,100,11.3
247,Wasilla,US,2021-10-30 18:17:32,61.5814,-149.4394,42.78,71,20,18.41
248,Ampanihy,MG,2021-10-30 18:22:05,-24.7,44.75,67.62,72,61,10.27
249,Qaanaaq,GL,2021-10-30 18:17:30,77.484,-69.3632,2.53,51,0,8.25
250,Puerto Cabezas,NI,2021-10-30 18:22:05,14.0351,-83.3888,87.76,58,75,13.8
251,Xinqing,CN,2021-10-30 18:22:06,48.2333,129.5,23.38,55,34,3.78
252,Pershotravneve,UA,2021-10-30 18:22:06,51.3929,28.8684,45.52,61,2,9.69
253,Barsovo,RU,2021-10-30 18:22:07,61.1667,73.1667,8.73,97,33,3.02
254,Polis,CY,2021-10-30 18:22:07,35.0367,32.4264,71.42,67,87,3.83
255,Guerrero Negro,MX,2021-10-30 18:19:34,27.9769,-114.0611,73.81,54,0,7.25
256,Baneh,IR,2021-10-30 18:22:07,35.9975,45.8853,56.88,55,71,4.29
257,Oussouye,SN,2021-10-30 18:22:08,12.485,-16.5469,80.78,91,100,5.17
258,Athens,GR,2021-10-30 18:20:53,37.9795,23.7162,61.18,72,55,4.0
259,Kavieng,PG,2021-10-30 18:22:08,-2.5744,150.7967,82.35,78,63,11.12
260,Kolvereid,NO,2021-10-30 18:22:09,64.8655,11.6047,47.23,86,64,7.25
261,Anchorage,US,2021-10-30 18:21:25,61.2181,-149.9003,47.64,86,40,6.91
262,Vanimo,PG,2021-10-30 18:22:09,-2.6741,141.3028,77.31,90,82,3.83
263,Mount Isa,AU,2021-10-30 18:18:15,-20.7333,139.5,74.97,22,98,12.66
264,Salalah,OM,2021-10-30 18:21:30,17.0151,54.0924,82.49,69,0,10.36
265,Grand Falls,CA,2021-10-30 18:22:10,47.0461,-67.7418,45.01,54,37,5.68
266,Buraydah,SA,2021-10-30 18:22:10,26.326,43.975,78.69,24,0,10.0
267,Camana,PE,2021-10-30 18:22:11,-16.6228,-72.7111,69.01,72,82,6.85
268,Coquimbo,CL,2021-10-30 18:17:17,-29.9533,-71.3436,62.33,72,20,16.11
269,Paamiut,GL,2021-10-30 18:22:12,61.994,-49.6678,31.66,82,47,15.17
270,Belmonte,BR,2021-10-30 18:22:12,-15.8631,-38.8828,81.1,65,70,7.92
271,Beringovskiy,RU,2021-10-30 18:22:12,63.05,179.3167,6.58,94,98,17.78
272,Sao Joao Da Barra,BR,2021-10-30 18:19:51,-21.6403,-41.0511,73.49,87,100,13.62
273,Hofn,IS,2021-10-30 18:22:28,64.2539,-15.2082,42.17,90,100,9.42
274,Tazovskiy,RU,2021-10-30 18:22:28,67.4667,78.7,11.14,94,100,14.43
275,Vila Velha,BR,2021-10-30 18:18:54,-20.3297,-40.2925,72.46,90,99,4.09
276,Albion,US,2021-10-30 18:22:29,42.2431,-84.753,52.05,88,90,3.44
277,Porto Walter,BR,2021-10-30 18:22:29,-8.2686,-72.7439,92.84,47,37,3.06
278,Zeya,RU,2021-10-30 18:22:30,53.75,127.2667,22.57,45,4,1.68
279,Zyryanka,RU,2021-10-30 18:21:09,65.75,150.85,1.62,95,100,9.73
280,Burley,US,2021-10-30 18:22:30,42.5357,-113.7928,55.36,67,40,4.61
281,Mariestad,SE,2021-10-30 18:22:30,58.7097,13.8237,49.37,90,99,7.56
282,Ericeira,PT,2021-10-30 18:19:02,38.9627,-9.4156,70.34,94,100,26.93
283,Henties Bay,NA,2021-10-30 18:18:21,-22.116,14.2845,58.86,88,7,6.13
284,Bathsheba,BB,2021-10-30 18:22:31,13.2167,-59.5167,83.16,62,48,11.99
285,Sisimiut,GL,2021-10-30 18:20:36,66.9395,-53.6735,35.26,75,100,30.74
286,Noyakert,AM,2021-10-30 18:22:32,39.8312,44.669,50.34,71,100,3.69
287,Kutum,SD,2021-10-30 18:19:57,14.2,24.6667,79.39,14,16,5.64
288,Saint-Pierre,RE,2021-10-30 18:22:32,-21.3393,55.4781,71.28,80,0,5.75
289,Shelbyville,US,2021-10-30 18:22:33,35.4834,-86.4603,55.0,100,40,8.05
290,Tiruchchendur,IN,2021-10-30 18:22:33,8.4833,78.1167,80.8,81,100,9.1
291,Adrar,MR,2021-10-30 18:22:34,20.5022,-10.0711,86.29,12,100,8.5
292,Manokwari,ID,2021-10-30 18:22:34,-0.8667,134.0833,78.31,74,82,3.91
293,Pointe Michel,DM,2021-10-30 18:22:34,15.25,-61.3833,81.27,73,99,13.11
